Title,Date,Company
internship program at sunflash technologies limited,01/12/2023,sunflash technologies limited
research officer social science re advertisement at kemri wellcome trust research programme kwtrp ,01/12/2023,kemri wellcome trust research programme kwtrp 
communications associate at united nations development programme undp ,01/12/2023,united nations development programme undp 
programme support officer environment and resilience at united nations development programme undp ,01/12/2023,united nations development programme undp 
assistant regional sales manager east at regen organics,01/12/2023,regen organics
intern urban law and governance at un habitat,01/12/2023,un habitat
intern information management at un habitat,01/12/2023,un habitat
communications assistant at un habitat,01/12/2023,un habitat
procurement assistant at united nations office on drugs and crime unodc ,01/12/2023,united nations office on drugs and crime unodc 
website designer at amazon fronts,01/12/2023,amazon fronts
area sales manager at amazon fronts,01/12/2023,amazon fronts
showroom assistant at amazon fronts,01/12/2023,amazon fronts
digital marketing executive at amazon fronts,01/12/2023,amazon fronts
project manager at medecins sans frontieres msf ,01/12/2023,medecins sans frontieres msf 
business officer at first community bank,01/12/2023,first community bank
relationship manager portfolio management at first community bank,01/12/2023,first community bank
business banker at first community bank,01/12/2023,first community bank
manager products projects head office at first community bank,01/12/2023,first community bank
education officer at lutheran world federation,01/12/2023,lutheran world federation
submit cv s latest recruitment at murang a university of technology,01/12/2023,murang a university of technology
tutorial fellow nursing at murang a university of technology,01/12/2023,murang a university of technology
lecturer nursing at murang a university of technology,01/12/2023,murang a university of technology
senior lecturer nursing at murang a university of technology,01/12/2023,murang a university of technology
tutorial fellow automation and control robotic systems manufacturing at murang a university of technology,01/12/2023,murang a university of technology
lecturer automation and control robotic systems manufacturing at murang a university of technology,01/12/2023,murang a university of technology
senior lecturer automation and control robotic systems manufacturing at murang a university of technology,01/12/2023,murang a university of technology
tutorial fellow telecommunication electrical machines control system at murang a university of technology,01/12/2023,murang a university of technology
lecturer telecommunication electrical machines control system at murang a university of technology,01/12/2023,murang a university of technology
senior lecturer telecommunication electrical machines control system at murang a university of technology,01/12/2023,murang a university of technology
tutorial fellow structural geotechnical transportation water at murang a university of technology,01/12/2023,murang a university of technology
lecturer structural geotechnical transportation water at murang a university of technology,01/12/2023,murang a university of technology
senior lecturer structural geotechnical transportation water at murang a university of technology,01/12/2023,murang a university of technology
finance and operations lead at action aid,01/12/2023,action aid
internal auditor at action aid,01/12/2023,action aid
senior principal biostatistician fsp client dedicated at thermo fisher scientific,01/12/2023,thermo fisher scientific
senior principal programmer analyst fsp at thermo fisher scientific,01/12/2023,thermo fisher scientific
product manager at microsoft,01/12/2023,microsoft
senior product manager at microsoft,01/12/2023,microsoft
head of ux and product design at jumia,01/12/2023,jumia
2023 pe swimming resident teacher tatu day school at nova pioneer,01/12/2023,nova pioneer
2023 lower primary apprentice teacher tatu day school at nova pioneer,01/12/2023,nova pioneer
srhr evawg officer at african women s development and communication network,01/12/2023,african women s development and communication network
analyst financial planning analysist at twiga foods,01/12/2023,twiga foods
sales supervisor at kyosk digital services,01/12/2023,kyosk digital services
senior manager youth segment lead at safaricom kenya,01/12/2023,safaricom kenya
engineering director multi cloud orchestrator golang at canonical,01/12/2023,canonical
engineering manager ubuntu systems management at canonical,01/12/2023,canonical
global head of people at canonical,01/12/2023,canonical
call center team lead at halisi labs,01/12/2023,halisi labs
